AppliedSchool,Degree,Major,Result,Year,EnglishLevel,TOEFL,IELTS,GRE,School,SchoolMajor,GPA,PostSchool,PostMajor,PostGPA,Other_Info
杜克大学,硕士,Analytical Political Economy,被拒,2017,3,105,,328,国外高校（含港澳台）,经济学,84,,,,大学是日语授课，无论文发表，大学的三位日本人老师写的推荐信，外资银行和日资银行的实习（比较水），大学升学补习班打工的经验，中途去台湾交换一个学期（貌似并没有什么大作用），另外学校基本每年都给奖学金。
杜克大学,硕士,Statistics and Social Science,被拒,2015,3,105,,331,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,统计学,84,,,,管理学院下的统计学专业，大三上UCSB交流，计量老师（应该是大牛）推荐信一封，本校老师推荐信两封（非大牛）。有很水的TA和RA经历.......无论文发表与实习。
杜克大学,博士,Sociology,被拒,2015,4,113,,324,,政治,84,,,,"没有publication。30pages 的writing sample一份。有一个推荐人是领域内大牛但是推荐力度估计不强，剩下两个推荐人力度也不强。和duke方向不是特别match。

明尼是最早交的，12.1 的ddl"
杜克大学,硕士,Biostatistics,被拒,2016,3,105,,325,清华/北大/中科大,,84,,,,比较平衡发展的那种嘻嘻
杜克大学,硕士,Law,被拒,2016,4,110,,0,211,法学,85,,,,过司考，2015年小本毕业，现在某top内所工作，到入学的时候一年工作经验。大学期间获过一次奖学金，500强法务实习，最高法院实习，现在工作的律所实习。若干志愿活动，学生工作。国家大学生创新项目，和老师一起有一个省部级的研究课题项目。本科期间暑期海外交流一次。无牛推，一封律所合伙人，两封法大教授。
杜克大学,硕士,Construction Management,被拒,2016,3,101,,316,,工程造价,85,,,,
杜克大学,硕士,Economics,被拒,2015,3,104,,329,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,金融学,85.27,,,,一个学期奥斯陆大学的交流经历。本科毕业gap申请，毕业论文就算是科研内容吧。
杜克大学,博士,Bioengineering and Biomedical Engineering,被拒,2016,0,,,329,双非,微生物工程,85.6,,生物工程,90,国内普通学校本科，美国普通学校硕士，申请时发表 SCI 一作 5篇。
杜克大学,硕士,Engineering Management,被拒,2015,2,99,,323,211 & 985,工业工程,86,,,,
杜克大学,硕士,Political Science,被拒,2017,2,99,,313,双非,国际政治,86,,,,
杜克大学,硕士,Economics and Econometrics,被拒,2017,2,96,,0,211 & 985,经济学,86,,,,
杜克大学,硕士,Economics and Econometrics,被拒,2017,2,97,,0,,经济学,86,,,,
杜克大学,硕士,Law,被拒,2017,3,104,,0,双非,法学,87,,,,
杜克大学,硕士,Economics and Econometrics,被拒,2015,2,96,,317,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济管理双学位,87,,,,硬件各种渣，其他背景定位贴里有，不会删的。
杜克大学,硕士,Statistics,被拒,2017,2,97,,322,211,统计学,87,,,,
杜克大学,博士,Chemistry,被拒,2015,3,,7,319,国外高校（含港澳台）,化学,88,,,,
杜克大学,硕士,Economics and Econometrics,被拒,2017,3,109,,330,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济学,88,,,,
杜克大学,硕士,Political Economics,被拒,2017,3,109,,330,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济学,88,,,,
杜克大学,硕士,Economics and Econometrics,被拒,2017,3,102,,322,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,电气工程,88,,,,
杜克大学,硕士,Management Studies,被拒,2015,3,107,,324,211 & 985,传播学，法学双学位,88,,,,每年都获了学习优秀奖学金；发表了2篇论文（一个传播学，一个管理学）；做过两个项目；有若干社会实践，兼职支教一年。实习：某地方报社；某互联网公司（中国top5）；商务部。 推荐信：学校两个副教授；互联网实习领导和部委实习领导。。
杜克大学,硕士,Law,被拒,2016,3,104,,320,双非,法学,88,211 & 985,法律硕士,88,内所与外所实习各一段，论文发表两篇，参与校级研究课题两项，校级奖学金与奖项、学生职务若干。
杜克大学,硕士,Law,被拒,2017,3,108,,0,211 & 985,法学,88,,,,个人理解，gpa没有S以及实习经历的匮乏影响了很多
杜克大学,硕士,East Asian Studies,被拒,2016,3,109,,323,双非,翻译,88,,,,
杜克大学,硕士,Economics and Econometrics,被拒,2015,0,,,324,,经济,88,国外高校（含港澳台）,管理经济学,88,二外推，一内推，二水论文，一五百强RA，一TOP3咨询公司RA，一证券RA
杜克大学,硕士,Economics and Econometrics,被拒,2015,0,,,326,,经济 辅修金融,88,,,,4封推荐信：1个靠谱大牛教授  1个不靠谱大牛教授 1个超niceTA  1个水实习
杜克大学,博士,Biochemistry and Molecular Biology,被拒,2015,3,101,7,318,211 & 985,生物科学,88,,,,
杜克大学,硕士,Computer Science,被拒,2015,2,98,,320,双非,信息与计算科学,88,,,,
杜克大学,硕士,Public Policy Analysis,被拒,2016,3,105,,325,双非,知识产权法,88,双非,民商法,85,律师工作4年，1年gap year
杜克大学,硕士,Law,被拒,2016,3,105,,0,双非,法律,89,,,,小本；市奖校奖院奖若干；法援等志愿者活动；国家级创新项目等；推荐信，一封耶鲁LLM的院长，一封西北JD的导师，一封律所合伙人；市检，TOP内所实习
杜克大学,硕士,Law,被拒,2015,3,107,,0,,法学,90,,,,LSAC评级AA（某理工大学），两年国奖，台湾交换一学期评级S，UCLA summer session；2014年过司考（卷三88...）A证，实习一个是基层法院，一个是某外企法务；校级科研项目两个，发表水论文一篇，辩论赛模拟法庭志愿者法援普法等....LoR里有提到放弃保研的事
杜克大学,硕士,Economics and Econometrics,被拒,2015,3,109,,332,211 & 985,经济学（工科转专业）,90,,,,"1、无正式研究项目经验；
2、PS中简单提到做过的研究，以term-paper为主；
3、奖项主要是学校奖学金和数学建模国二；
4、PS按NYU要求较为简短，550 words，强调了职业规划、Econ背景和数学水平；
5、CV，除上述外，实习为商业银行分行、券商投行部（水）"
杜克大学,硕士,Law,被拒,2015,3,104,,0,211,法学,91,,,,论文核心期刊合著1篇，法院实习2个月，诊所实习时代理案件1次虽然输了~top内所实习3个月，然后志愿者当得比较疯狂，少说也得三四百个小时~但貌似对申请没影响~~推荐信院长、论文老师、合伙人~~
杜克大学,硕士,Economics and Econometrics,被拒,2015,3,102,,329,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济学,91,,,,一篇水论文 无牛推 三段普通的实习
杜克大学,硕士,Economics and Econometrics,被拒,2016,3,107,,327,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济学,91,,,,
杜克大学,博士,Hydrodynamics and Hydrology,被拒,2015,2,98,,320,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,水利水电工程,91,,,,几个国内竞赛的奖和美模的，三个小项目，无牛推，有个副院长的而已。
杜克大学,硕士,Economics and Econometrics,被拒,2015,3,102,,320,211,项目管理,91,,,,"还是补充一下其他信息吧：个人认为亮点在于找UT-Austin教金融的教授帮修改了PS；resume也一般，但是和老师做了几个课题写了上去-亚洲开发银行和国土资源部的；实习很水；之前实验班有写过一些练习用的paper列在上面充数；有过国家级大创和全国数学建模竞赛获奖，其他都是校级的学习先进什么的小奖。
劣势在于数学功底不行，而且还不是经济专业（所以女神校什么的都跟我无缘了）
推荐信赵本院老师和一个经院老师写的，都不算强推吧，推荐信自己写的，但是感觉还行，有突出自己做过什么，侧重不同的方面。"
杜克大学,博士,Chemistry,被拒,2016,4,113,,332,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,化学,92,,,,
杜克大学,博士,Chemistry,被拒,2016,3,103,,320,211 & 985,化学工程与工艺,92.92,,,,一篇SCI三作，两篇SCI水作
杜克大学,硕士,Electrical and Electronics Engineering,被拒,2015,3,100,,326,双非,电气工程,93,,,,"国内读两年电气，国外在排名快200的学校读电子，还在等usc，tamu，uw，vandy，uci，nyupoly的结果，希望大神们能给点意见，另外不希望花家里太多的钱。读完研后不确定读phd还是找工作。 cornell如果不读phd只能读meng，另外宾大的ms据说不太好找好工作而且学费很贵，不知道值不值。

有两篇ieee conference的一作，一个挑战者二等奖。"
杜克大学,硕士,Law,被拒,2017,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法学,85,211,法学,AA,
杜克大学,硕士,Law,被拒,2015,3,109,,0,211,法学,85,,,,一个贸仲实习，一学期诊所，新加坡国立半年交换～～推荐信新加坡的老师本来答应给了，结果就在写之前调了我的成绩，不太好，他说他必须诚实地加进去，对我不利，就没要他的推荐信。一个诊所的老师，一个给分比较高的专业课老师。给offer的时间记不清了，差不多那时候。
杜克大学,硕士,American Law,被拒,2015,3,106,,0,,,85,,,,"美帝交流一次；负责一个自主课题；参加过两个导师课题（一个国外的项目）；基层法院实习，没有律所实习
推荐信是找还比较赏识我的几个学校教授和实习时的法官写的

PS有两份，Cornell 和 Chicago写的是interdisciplinary study of law， 其余的学校写的更多是自己一些性格，对法律的想法之类的。

考了两次托福，第二次也是106，口语19，是硬伤＝＝"
杜克大学,硕士,Law,被拒,2017,4,111,,0,211,法学,88,,,,美国短期交换经历，Vault30律所实习近一年，公益/模联/模拟法庭/辩论经验，gap一年申请者。
杜克大学,硕士,Economics and Econometrics,被拒,2017,0,,,321,国外高校（含港澳台）,"Mathematics, Economics",84.25,,,,大三当过一段时间的RA，大四有一篇individual research paper。
杜克大学,硕士,Environmental Studies,被拒,2015,1,86,,319,211 & 985,环境工程,86.54,,,,
杜克大学,硕士,Statistics,被拒,2015,4,,8,335,211,会计学,86.22,,,,无牛推，无论文，国奖一次校奖若干
杜克大学,硕士,Economics and Econometrics,被拒,2017,3,102,,325,清华/北大/中科大,经济,84,,,,
杜克大学,硕士,Economics and Computation,被拒,2017,3,108,,0,211 & 985,,86.54,,,,
杜兰大学,硕士,Finance,被拒,2017,2,90,,0,双非,经济学,83,,,,
杜兰大学,硕士,Law,被拒,2015,2,,6.5,0,211,非法学,84,,,,个人情况：本科非法学，大学期间旁听法学课，大三暑假过司考，2年内所工作经验。无论文发表；推荐人一是本专业老师，二是商法老师，有些名气，三是内所高伙；项目经验2个，北京市大学生创新计划，没啥含量；校内行政岗兼职1年。总之除了过司考和有点工作经验，其余毫无亮点。
杜兰大学,硕士,Accounting,被拒,2015,2,96,,0,211,英语 会计,86,,,,
杜伦大学,硕士,Finance,被拒,2017,3,,7,0,211 & 985,财政学,81,,,,"NETBIG top15
实习五个（券商FICC，资产管理，奢侈品，国地税，基金会
学术项目两个
校内获得的奖学金大小奖项七八个吧
交换经历一段"
杜伦大学,硕士,Accounting and Finance,被拒,2017,2,,6.5,0,211,财务管理,83.2,,,,一个省级立项、一个外企财务实习，合唱团学生会志愿者省运会运动员若干
杜伦大学,硕士,Accounting and Finance,被拒,2015,2,,6.5,0,211,会计,84,,,,
杜伦大学,硕士,Finance and Investment,被拒,2015,3,,7,0,211 & 985,经济学,84,,,,
杜伦大学,硕士,Law,被拒,2016,3,,7,0,211 & 985,法学,84.97,,,,学院学生会3年，三等奖学金1次，两个副教授推荐，500强法务工作2年。
杜伦大学,硕士,Literature,被拒,2016,4,,8,0,211 & 985,英语／教育双学位,91.3,,,,
多伦多大学,硕士,Civil Engineering,被拒,2015,2,97,,313,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,土木工程,81,,,,学渣一枚 几个水实习 不相关奖项
